,boxScorelink,date,game_type,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,overtimes,game_location
0,/cbb/boxscores/2011-11-13-ohio.html,"Sun, Nov 13, 2011",REG,/cbb/schools/tennessee-martin/men/2012.html,Tennessee-Martin,/cbb/conferences/ovc/men/2012.html,OVC,-17.09,W,74,65,1,0,W 1,Convocation Center,/cbb/schools/ohio/men/2012.html,,
1,/cbb/boxscores/2011-11-15-ohio.html,"Tue, Nov 15, 2011",REG,/cbb/schools/lamar/men/2012.html,Lamar,/cbb/conferences/southland/men/2012.html,Southland,2.41,W,85,78,2,0,W 2,Convocation Center,/cbb/schools/ohio/men/2012.html,OT,
2,/cbb/boxscores/2011-11-20-ohio.html,"Sun, Nov 20, 2011",REG,/cbb/schools/arkansas-state/men/2012.html,Arkansas State,/cbb/conferences/sun-belt/men/2012.html,Sun Belt,-3.18,W,69,54,3,0,W 3,Convocation Center,/cbb/schools/ohio/men/2012.html,,
3,/cbb/boxscores/2011-11-25-louisville.html,"Fri, Nov 25, 2011",REG,/cbb/schools/louisville/men/2012.html,Louisville,/cbb/conferences/big-east/men/2012.html,Big East,16.19,L,54,59,3,1,L 1,KFC Yum! Center,/cbb/schools/ohio/men/2012.html,,@
4,/cbb/boxscores/2011-11-30-marshall.html,"Wed, Nov 30, 2011",REG,/cbb/schools/marshall/men/2012.html,Marshall,/cbb/conferences/cusa/men/2012.html,CUSA,7.00,W,70,68,4,1,W 1,Cam Henderson Center,/cbb/schools/ohio/men/2012.html,,@
5,/cbb/boxscores/2011-12-03-ohio.html,"Sat, Dec 3, 2011",REG,/cbb/schools/morgan-state/men/2012.html,Morgan State,/cbb/conferences/meac/men/2012.html,MEAC,-8.41,W,61,53,5,1,W 2,Convocation Center,/cbb/schools/ohio/men/2012.html,,
6,/cbb/boxscores/2011-12-07-oakland.html,"Wed, Dec 7, 2011",REG,/cbb/schools/oakland/men/2012.html,Oakland,/cbb/conferences/summit/men/2012.html,Summit,0.29,W,84,82,6,1,W 3,Athletics Center O''rena,/cbb/schools/ohio/men/2012.html,,@
7,/cbb/boxscores/2011-12-10-portland.html,"Sat, Dec 10, 2011",REG,/cbb/schools/portland/men/2012.html,Portland,/cbb/conferences/wcc/men/2012.html,WCC,-7.88,W,72,54,7,1,W 4,Chiles Center,/cbb/schools/ohio/men/2012.html,,@
8,/cbb/boxscores/2011-12-14-ohio.html,"Wed, Dec 14, 2011",REG,,Marietta,,,,W,88,54,8,1,W 5,Convocation Center,/cbb/schools/ohio/men/2012.html,,
9,/cbb/boxscores/2011-12-17-wright-state.html,"Sat, Dec 17, 2011",REG,/cbb/schools/wright-state/men/2012.html,Wright State,/cbb/conferences/horizon/men/2012.html,Horizon,-4.07,W,82,54,9,1,W 6,Nutter Center,/cbb/schools/ohio/men/2012.html,,@
10,/cbb/boxscores/2011-12-20-northern-iowa.html,"Tue, Dec 20, 2011",REG,/cbb/schools/northern-iowa/men/2012.html,Northern Iowa,/cbb/conferences/mvc/men/2012.html,MVC,6.99,W,76,59,10,1,W 7,McLeod Center,/cbb/schools/ohio/men/2012.html,,@
11,/cbb/boxscores/2011-12-23-ohio.html,"Fri, Dec 23, 2011",REG,/cbb/schools/north-carolina-at/men/2012.html,North Carolina A&T,/cbb/conferences/meac/men/2012.html,MEAC,-12.34,W,82,66,11,1,W 8,Convocation Center,/cbb/schools/ohio/men/2012.html,,
12,/cbb/boxscores/2011-12-30-ohio.html,"Fri, Dec 30, 2011",REG,/cbb/schools/kennesaw-state/men/2012.html,Kennesaw State,/cbb/conferences/atlantic-sun/men/2012.html,A-Sun,-15.02,W,71,63,12,1,W 9,Convocation Center,/cbb/schools/ohio/men/2012.html,,
13,/cbb/boxscores/2012-01-02-ohio.html,"Mon, Jan 2, 2012",REG,/cbb/schools/robert-morris/men/2012.html,Robert Morris,/cbb/conferences/northeast/men/2012.html,NEC,0.67,L,67,70,12,2,L 1,Convocation Center,/cbb/schools/ohio/men/2012.html,,
14,/cbb/boxscores/2012-01-07-bowling-green-state.html,"Sat, Jan 7, 2012",REG,/cbb/schools/bowling-green-state/men/2012.html,Bowling Green State,/cbb/conferences/mac/men/2012.html,MAC,1.23,L,57,67,12,3,L 2,Stroh Center,/cbb/schools/ohio/men/2012.html,,@
15,/cbb/boxscores/2012-01-11-ohio.html,"Wed, Jan 11, 2012",REG,/cbb/schools/buffalo/men/2012.html,Buffalo,/cbb/conferences/mac/men/2012.html,MAC,4.15,W,60,52,13,3,W 1,Convocation Center,/cbb/schools/ohio/men/2012.html,,
16,/cbb/boxscores/2012-01-14-akron.html,"Sat, Jan 14, 2012",REG,/cbb/schools/akron/men/2012.html,Akron,/cbb/conferences/mac/men/2012.html,MAC,6.33,L,63,68,13,4,L 1,James A. Rhodes Arena,/cbb/schools/ohio/men/2012.html,,@
17,/cbb/boxscores/2012-01-18-ohio.html,"Wed, Jan 18, 2012",REG,/cbb/schools/kent-state/men/2012.html,Kent State,/cbb/conferences/mac/men/2012.html,MAC,2.77,W,87,65,14,4,W 1,Convocation Center,/cbb/schools/ohio/men/2012.html,,
18,/cbb/boxscores/2012-01-21-ohio.html,"Sat, Jan 21, 2012",REG,/cbb/schools/miami-oh/men/2012.html,Miami (OH),/cbb/conferences/mac/men/2012.html,MAC,-2.07,W,69,65,15,4,W 2,Convocation Center,/cbb/schools/ohio/men/2012.html,,
19,/cbb/boxscores/2012-01-25-ohio.html,"Wed, Jan 25, 2012",REG,/cbb/schools/western-michigan/men/2012.html,Western Michigan,/cbb/conferences/mac/men/2012.html,MAC,-1.80,W,56,51,16,4,W 3,Convocation Center,/cbb/schools/ohio/men/2012.html,,
20,/cbb/boxscores/2012-01-28-ohio.html,"Sat, Jan 28, 2012",REG,/cbb/schools/ball-state/men/2012.html,Ball State,/cbb/conferences/mac/men/2012.html,MAC,-2.93,W,59,55,17,4,W 4,Convocation Center,/cbb/schools/ohio/men/2012.html,,
21,/cbb/boxscores/2012-02-01-northern-illinois.html,"Wed, Feb 1, 2012",REG,/cbb/schools/northern-illinois/men/2012.html,Northern Illinois,/cbb/conferences/mac/men/2012.html,MAC,-15.62,W,67,58,18,4,W 5,Convocation Center,/cbb/schools/ohio/men/2012.html,,@
22,/cbb/boxscores/2012-02-04-ohio.html,"Sat, Feb 4, 2012",REG,/cbb/schools/central-michigan/men/2012.html,Central Michigan,/cbb/conferences/mac/men/2012.html,MAC,-6.74,W,68,42,19,4,W 6,Convocation Center,/cbb/schools/ohio/men/2012.html,,
23,/cbb/boxscores/2012-02-08-toledo.html,"Wed, Feb 8, 2012",REG,/cbb/schools/toledo/men/2012.html,Toledo,/cbb/conferences/mac/men/2012.html,MAC,-3.35,L,73,77,19,5,L 1,Savage Arena,/cbb/schools/ohio/men/2012.html,,@
24,/cbb/boxscores/2012-02-11-eastern-michigan.html,"Sat, Feb 11, 2012",REG,/cbb/schools/eastern-michigan/men/2012.html,Eastern Michigan,/cbb/conferences/mac/men/2012.html,MAC,-7.90,L,55,68,19,6,L 2,Convocation Center,/cbb/schools/ohio/men/2012.html,,@
25,/cbb/boxscores/2012-02-15-ohio.html,"Wed, Feb 15, 2012",REG,/cbb/schools/bowling-green-state/men/2012.html,Bowling Green State,/cbb/conferences/mac/men/2012.html,MAC,1.23,W,72,59,20,6,W 1,Convocation Center,/cbb/schools/ohio/men/2012.html,,
26,/cbb/boxscores/2012-02-18-ohio.html,"Sat, Feb 18, 2012",REG,/cbb/schools/north-carolina-asheville/men/2012.html,UNC Asheville,/cbb/conferences/big-south/men/2012.html,Big South,3.06,W,81,62,21,6,W 2,Convocation Center,/cbb/schools/ohio/men/2012.html,,
27,/cbb/boxscores/2012-02-22-buffalo.html,"Wed, Feb 22, 2012",REG,/cbb/schools/buffalo/men/2012.html,Buffalo,/cbb/conferences/mac/men/2012.html,MAC,4.15,W,88,77,22,6,W 3,Alumni Arena,/cbb/schools/ohio/men/2012.html,,@
28,/cbb/boxscores/2012-02-26-ohio.html,"Sun, Feb 26, 2012",REG,/cbb/schools/akron/men/2012.html,Akron,/cbb/conferences/mac/men/2012.html,MAC,6.33,W,85,61,23,6,W 4,Convocation Center,/cbb/schools/ohio/men/2012.html,,
29,/cbb/boxscores/2012-02-29-kent-state.html,"Wed, Feb 29, 2012",REG,/cbb/schools/kent-state/men/2012.html,Kent State,/cbb/conferences/mac/men/2012.html,MAC,2.77,L,61,68,23,7,L 1,Memorial Athletic & Convocation Center,/cbb/schools/ohio/men/2012.html,,@
30,/cbb/boxscores/2012-03-03-miami-oh.html,"Sat, Mar 3, 2012",REG,/cbb/schools/miami-oh/men/2012.html,Miami (OH),/cbb/conferences/mac/men/2012.html,MAC,-2.07,W,63,54,24,7,W 1,Millett Hall,/cbb/schools/ohio/men/2012.html,,@
31,/cbb/boxscores/2012-03-08-ohio.html,"Thu, Mar 8, 2012",CTOURN,/cbb/schools/toledo/men/2012.html,Toledo,/cbb/conferences/mac/men/2012.html,MAC,-3.35,W,65,57,25,7,W 2,,/cbb/schools/ohio/men/2012.html,,N
32,/cbb/boxscores/2012-03-09-buffalo.html,"Fri, Mar 9, 2012",CTOURN,/cbb/schools/buffalo/men/2012.html,Buffalo,/cbb/conferences/mac/men/2012.html,MAC,4.15,W,77,74,26,7,W 3,Quicken Loans Arena,/cbb/schools/ohio/men/2012.html,,N
33,/cbb/boxscores/2012-03-10-akron.html,"Sat, Mar 10, 2012",CTOURN,/cbb/schools/akron/men/2012.html,Akron,/cbb/conferences/mac/men/2012.html,MAC,6.33,W,64,63,27,7,W 4,Quicken Loans Arena,/cbb/schools/ohio/men/2012.html,,N
34,/cbb/boxscores/2012-03-16-michigan.html,"Fri, Mar 16, 2012",NCAA,/cbb/schools/michigan/men/2012.html,Michigan,/cbb/conferences/big-ten/men/2012.html,Big Ten,13.19,W,65,60,28,7,W 5,Bridgestone Arena,/cbb/schools/ohio/men/2012.html,,N
35,/cbb/boxscores/2012-03-18-ohio.html,"Sun, Mar 18, 2012",NCAA,/cbb/schools/south-florida/men/2012.html,South Florida,/cbb/conferences/big-east/men/2012.html,Big East,9.20,W,62,56,29,7,W 6,Bridgestone Arena,/cbb/schools/ohio/men/2012.html,,N
36,/cbb/boxscores/2012-03-23-north-carolina.html,"Fri, Mar 23, 2012",NCAA,/cbb/schools/north-carolina/men/2012.html,North Carolina,/cbb/conferences/acc/men/2012.html,ACC,21.34,L,65,73,29,8,L 1,Edward Jones Dome,/cbb/schools/ohio/men/2012.html,OT,N
